"recordType","settDate","publishingPeriodCommencingTime","fuelTypeGeneration","activeFlag"
"VD","2022-03-01","00:00:00","27819","Y"
"VD","2022-03-01","00:05:00","27792","Y"
"VD","2022-03-01","00:10:00","27763","Y"
"VD","2022-03-01","00:15:00","27709","Y"
"VD","2022-03-01","00:20:00","27698","Y"
"VD","2022-03-01","00:25:00","27690","Y"
"VD","2022-03-01","00:30:00","27704","Y"
"VD","2022-03-01","00:35:00","28170","Y"
"VD","2022-03-01","00:40:00","28341","Y"
"VD","2022-03-01","00:45:00","28513","Y"
"VD","2022-03-01","00:50:00","28518","Y"
"VD","2022-03-01","00:55:00","28439","Y"
"VD","2022-03-01","01:00:00","28186","Y"
"VD","2022-03-01","01:05:00","28118","Y"
"VD","2022-03-01","01:10:00","28082","Y"
"VD","2022-03-01","01:15:00","27963","Y"
"VD","2022-03-01","01:20:00","27809","Y"
"VD","2022-03-01","01:25:00","27603","Y"
"VD","2022-03-01","01:30:00","27490","Y"
"VD","2022-03-01","01:35:00","27433","Y"
"VD","2022-03-01","01:40:00","27381","Y"
"VD","2022-03-01","01:45:00","27320","Y"
"VD","2022-03-01","01:50:00","27330","Y"
"VD","2022-03-01","01:55:00","27312","Y"
"VD","2022-03-01","02:00:00","27168","Y"
"VD","2022-03-01","02:05:00","27341","Y"
"VD","2022-03-01","02:10:00","27305","Y"
"VD","2022-03-01","02:15:00","27335","Y"
"VD","2022-03-01","02:20:00","27300","Y"
"VD","2022-03-01","02:25:00","27169","Y"
"VD","2022-03-01","02:30:00","27141","Y"
"VD","2022-03-01","02:35:00","27074","Y"
"VD","2022-03-01","02:40:00","26964","Y"
"VD","2022-03-01","02:45:00","26881","Y"
"VD","2022-03-01","02:50:00","26821","Y"
"VD","2022-03-01","02:55:00","26789","Y"
"VD","2022-03-01","03:00:00","26760","Y"
"VD","2022-03-01","03:05:00","26656","Y"
"VD","2022-03-01","03:10:00","26553","Y"
"VD","2022-03-01","03:15:00","26540","Y"
"VD","2022-03-01","03:20:00","26463","Y"
"VD","2022-03-01","03:25:00","26415","Y"
"VD","2022-03-01","03:30:00","26407","Y"
"VD","2022-03-01","03:35:00","26384","Y"
"VD","2022-03-01","03:40:00","26374","Y"
"VD","2022-03-01","03:45:00","26342","Y"
"VD","2022-03-01","03:50:00","26302","Y"
"VD","2022-03-01","03:55:00","26246","Y"
"VD","2022-03-01","04:00:00","26219","Y"
"VD","2022-03-01","04:05:00","26102","Y"
"VD","2022-03-01","04:10:00","26389","Y"
"VD","2022-03-01","04:15:00","26362","Y"
"VD","2022-03-01","04:20:00","26336","Y"
"VD","2022-03-01","04:25:00","26334","Y"
"VD","2022-03-01","04:30:00","26323","Y"
"VD","2022-03-01","04:35:00","26385","Y"
"VD","2022-03-01","04:40:00","26396","Y"
"VD","2022-03-01","04:45:00","26353","Y"
"VD","2022-03-01","04:50:00","26283","Y"
"VD","2022-03-01","04:55:00","26235","Y"
"VD","2022-03-01","05:00:00","26347","Y"
"VD","2022-03-01","05:05:00","26920","Y"
"VD","2022-03-01","05:10:00","27462","Y"
"VD","2022-03-01","05:15:00","27493","Y"
"VD","2022-03-01","05:20:00","27567","Y"
"VD","2022-03-01","05:25:00","27536","Y"
"VD","2022-03-01","05:30:00","27588","Y"
"VD","2022-03-01","05:35:00","27741","Y"
"VD","2022-03-01","05:40:00","27979","Y"
"VD","2022-03-01","05:45:00","28141","Y"
"VD","2022-03-01","05:50:00","28218","Y"
"VD","2022-03-01","05:55:00","28634","Y"
"VD","2022-03-01","06:00:00","28867","Y"
"VD","2022-03-01","06:05:00","29444","Y"
"VD","2022-03-01","06:10:00","29848","Y"
"VD","2022-03-01","06:15:00","30299","Y"
"VD","2022-03-01","06:20:00","30741","Y"
"VD","2022-03-01","06:25:00","31216","Y"
"VD","2022-03-01","06:30:00","31730","Y"
"VD","2022-03-01","06:35:00","32304","Y"
"VD","2022-03-01","06:40:00","32664","Y"
"VD","2022-03-01","06:45:00","32972","Y"
"VD","2022-03-01","06:50:00","33366","Y"
"VD","2022-03-01","06:55:00","33704","Y"
"VD","2022-03-01","07:00:00","34119","Y"
"VD","2022-03-01","07:05:00","34523","Y"
"VD","2022-03-01","07:10:00","34912","Y"
"VD","2022-03-01","07:15:00","35344","Y"
"VD","2022-03-01","07:20:00","35705","Y"
"VD","2022-03-01","07:25:00","36035","Y"
"VD","2022-03-01","07:30:00","36176","Y"
"VD","2022-03-01","07:35:00","36065","Y"
"VD","2022-03-01","07:40:00","36336","Y"
"VD","2022-03-01","07:45:00","36481","Y"
"VD","2022-03-01","07:50:00","36536","Y"
"VD","2022-03-01","07:55:00","36691","Y"
"VD","2022-03-01","08:00:00","36575","Y"
"VD","2022-03-01","08:05:00","37132","Y"
"VD","2022-03-01","08:10:00","37286","Y"
"VD","2022-03-01","08:15:00","37485","Y"
"VD","2022-03-01","08:20:00","37490","Y"
"VD","2022-03-01","08:25:00","37353","Y"
"VD","2022-03-01","08:30:00","37400","Y"
"VD","2022-03-01","08:35:00","37391","Y"
"VD","2022-03-01","08:40:00","37362","Y"
"VD","2022-03-01","08:45:00","37246","Y"
"VD","2022-03-01","08:50:00","37340","Y"
"VD","2022-03-01","08:55:00","37522","Y"
"VD","2022-03-01","09:00:00","37917","Y"
"VD","2022-03-01","09:05:00","37890","Y"
"VD","2022-03-01","09:10:00","37807","Y"
"VD","2022-03-01","09:15:00","37814","Y"
"VD","2022-03-01","09:20:00","37843","Y"
"VD","2022-03-01","09:25:00","37839","Y"
"VD","2022-03-01","09:30:00","37852","Y"
"VD","2022-03-01","09:35:00","37913","Y"
"VD","2022-03-01","09:40:00","37907","Y"
"VD","2022-03-01","09:45:00","37927","Y"
"VD","2022-03-01","09:50:00","37998","Y"
"VD","2022-03-01","09:55:00","37961","Y"
"VD","2022-03-01","10:00:00","37778","Y"
"VD","2022-03-01","10:05:00","37837","Y"
"VD","2022-03-01","10:10:00","37830","Y"
"VD","2022-03-01","10:15:00","37795","Y"
"VD","2022-03-01","10:20:00","37884","Y"
"VD","2022-03-01","10:25:00","37959","Y"
"VD","2022-03-01","10:30:00","37942","Y"
"VD","2022-03-01","10:35:00","37977","Y"
"VD","2022-03-01","10:40:00","38004","Y"
"VD","2022-03-01","10:45:00","38082","Y"
"VD","2022-03-01","10:50:00","38187","Y"
"VD","2022-03-01","10:55:00","38223","Y"
"VD","2022-03-01","11:00:00","38211","Y"
"VD","2022-03-01","11:05:00","38148","Y"
"VD","2022-03-01","11:10:00","38155","Y"
"VD","2022-03-01","11:15:00","38107","Y"
"VD","2022-03-01","11:20:00","37903","Y"
"VD","2022-03-01","11:25:00","37901","Y"
"VD","2022-03-01","11:30:00","37845","Y"
"VD","2022-03-01","11:35:00","37782","Y"
"VD","2022-03-01","11:40:00","37691","Y"
"VD","2022-03-01","11:45:00","37666","Y"
"VD","2022-03-01","11:50:00","37660","Y"
"VD","2022-03-01","11:55:00","37709","Y"
"VD","2022-03-01","12:00:00","37767","Y"
"VD","2022-03-01","12:05:00","37816","Y"
"VD","2022-03-01","12:10:00","37869","Y"
"VD","2022-03-01","12:15:00","37875","Y"
"VD","2022-03-01","12:20:00","37865","Y"
"VD","2022-03-01","12:25:00","37791","Y"
"VD","2022-03-01","12:30:00","37743","Y"
"VD","2022-03-01","12:35:00","37754","Y"
"VD","2022-03-01","12:40:00","37741","Y"
"VD","2022-03-01","12:45:00","37730","Y"
"VD","2022-03-01","12:50:00","37740","Y"
"VD","2022-03-01","12:55:00","37718","Y"
"VD","2022-03-01","13:00:00","37586","Y"
"VD","2022-03-01","13:05:00","37509","Y"
"VD","2022-03-01","13:10:00","37416","Y"
"VD","2022-03-01","13:15:00","37369","Y"
"VD","2022-03-01","13:20:00","37298","Y"
"VD","2022-03-01","13:25:00","37252","Y"
"VD","2022-03-01","13:30:00","37059","Y"
"VD","2022-03-01","13:35:00","36979","Y"
"VD","2022-03-01","13:40:00","36818","Y"
"VD","2022-03-01","13:45:00","36738","Y"
"VD","2022-03-01","13:50:00","36741","Y"
"VD","2022-03-01","13:55:00","36580","Y"
"VD","2022-03-01","14:00:00","36470","Y"
"VD","2022-03-01","14:05:00","36406","Y"
"VD","2022-03-01","14:10:00","36404","Y"
"VD","2022-03-01","14:15:00","36431","Y"
"VD","2022-03-01","14:20:00","36471","Y"
"VD","2022-03-01","14:25:00","36443","Y"
"VD","2022-03-01","14:30:00","36395","Y"
"VD","2022-03-01","14:35:00","36429","Y"
"VD","2022-03-01","14:40:00","36575","Y"
"VD","2022-03-01","14:45:00","36617","Y"
"VD","2022-03-01","14:50:00","36593","Y"
"VD","2022-03-01","14:55:00","36616","Y"
"VD","2022-03-01","15:00:00","36767","Y"
"VD","2022-03-01","15:05:00","36752","Y"
"VD","2022-03-01","15:10:00","36795","Y"
"VD","2022-03-01","15:15:00","36853","Y"
"VD","2022-03-01","15:20:00","36985","Y"
"VD","2022-03-01","15:25:00","37160","Y"
"VD","2022-03-01","15:30:00","37206","Y"
"VD","2022-03-01","15:35:00","37294","Y"
"VD","2022-03-01","15:40:00","37445","Y"
"VD","2022-03-01","15:45:00","37576","Y"
"VD","2022-03-01","15:50:00","37764","Y"
"VD","2022-03-01","15:55:00","37843","Y"
"VD","2022-03-01","16:00:00","38121","Y"
"VD","2022-03-01","16:05:00","38220","Y"
"VD","2022-03-01","16:10:00","38325","Y"
"VD","2022-03-01","16:15:00","38367","Y"
"VD","2022-03-01","16:20:00","38444","Y"
"VD","2022-03-01","16:25:00","38602","Y"
"VD","2022-03-01","16:30:00","38668","Y"
"VD","2022-03-01","16:35:00","38564","Y"
"VD","2022-03-01","16:40:00","38744","Y"
"VD","2022-03-01","16:45:00","38940","Y"
"VD","2022-03-01","16:50:00","39255","Y"
"VD","2022-03-01","16:55:00","39477","Y"
"VD","2022-03-01","17:00:00","39606","Y"
"VD","2022-03-01","17:05:00","39810","Y"
"VD","2022-03-01","17:10:00","39948","Y"
"VD","2022-03-01","17:15:00","40092","Y"
"VD","2022-03-01","17:20:00","40489","Y"
"VD","2022-03-01","17:25:00","40816","Y"
"VD","2022-03-01","17:30:00","40895","Y"
"VD","2022-03-01","17:35:00","41080","Y"
"VD","2022-03-01","17:40:00","41084","Y"
"VD","2022-03-01","17:45:00","41080","Y"
"VD","2022-03-01","17:50:00","41301","Y"
"VD","2022-03-01","17:55:00","41447","Y"
"VD","2022-03-01","18:00:00","41586","Y"
"VD","2022-03-01","18:05:00","41852","Y"
"VD","2022-03-01","18:10:00","41878","Y"
"VD","2022-03-01","18:15:00","41601","Y"
"VD","2022-03-01","18:20:00","41748","Y"
"VD","2022-03-01","18:25:00","41862","Y"
"VD","2022-03-01","18:30:00","41910","Y"
"VD","2022-03-01","18:35:00","41851","Y"
"VD","2022-03-01","18:40:00","41758","Y"
"VD","2022-03-01","18:45:00","41749","Y"
"VD","2022-03-01","18:50:00","41584","Y"
"VD","2022-03-01","18:55:00","41495","Y"
"VD","2022-03-01","19:00:00","41272","Y"
"VD","2022-03-01","19:05:00","41064","Y"
"VD","2022-03-01","19:10:00","41300","Y"
"VD","2022-03-01","19:15:00","41056","Y"
"VD","2022-03-01","19:20:00","40908","Y"
"VD","2022-03-01","19:25:00","40647","Y"
"VD","2022-03-01","19:30:00","40384","Y"
"VD","2022-03-01","19:35:00","40115","Y"
"VD","2022-03-01","19:40:00","39943","Y"
"VD","2022-03-01","19:45:00","39564","Y"
"VD","2022-03-01","19:50:00","39474","Y"
"VD","2022-03-01","19:55:00","39451","Y"
"VD","2022-03-01","20:00:00","39134","Y"
"VD","2022-03-01","20:05:00","38677","Y"
"VD","2022-03-01","20:10:00","38507","Y"
"VD","2022-03-01","20:15:00","38358","Y"
"VD","2022-03-01","20:20:00","38121","Y"
"VD","2022-03-01","20:25:00","37728","Y"
"VD","2022-03-01","20:30:00","37436","Y"
"VD","2022-03-01","20:35:00","37122","Y"
"VD","2022-03-01","20:40:00","36947","Y"
"VD","2022-03-01","20:45:00","36705","Y"
"VD","2022-03-01","20:50:00","36512","Y"
"VD","2022-03-01","20:55:00","36433","Y"
"VD","2022-03-01","21:00:00","36275","Y"
"VD","2022-03-01","21:05:00","35767","Y"
"VD","2022-03-01","21:10:00","35477","Y"
"VD","2022-03-01","21:15:00","35440","Y"
"VD","2022-03-01","21:20:00","35227","Y"
"VD","2022-03-01","21:25:00","34726","Y"
"VD","2022-03-01","21:30:00","34220","Y"
"VD","2022-03-01","21:35:00","34002","Y"
"VD","2022-03-01","21:40:00","33657","Y"
"VD","2022-03-01","21:45:00","33387","Y"
"VD","2022-03-01","21:50:00","33076","Y"
"VD","2022-03-01","21:55:00","32637","Y"
"VD","2022-03-01","22:00:00","32446","Y"
"VD","2022-03-01","22:05:00","32466","Y"
"VD","2022-03-01","22:10:00","32216","Y"
"VD","2022-03-01","22:15:00","31922","Y"
"VD","2022-03-01","22:20:00","31689","Y"
"VD","2022-03-01","22:25:00","31253","Y"
"VD","2022-03-01","22:30:00","31007","Y"
"VD","2022-03-01","22:35:00","30856","Y"
"VD","2022-03-01","22:40:00","30578","Y"
"VD","2022-03-01","22:45:00","30415","Y"
"VD","2022-03-01","22:50:00","30096","Y"
"VD","2022-03-01","22:55:00","29762","Y"
"VD","2022-03-01","23:00:00","29333","Y"
"VD","2022-03-01","23:05:00","28583","Y"
"VD","2022-03-01","23:10:00","28209","Y"
"VD","2022-03-01","23:15:00","27832","Y"
"VD","2022-03-01","23:20:00","27538","Y"
"VD","2022-03-01","23:25:00","27228","Y"
"VD","2022-03-01","23:30:00","26907","Y"
"VD","2022-03-01","23:35:00","26761","Y"
"VD","2022-03-01","23:40:00","26668","Y"
"VD","2022-03-01","23:45:00","26575","Y"
"VD","2022-03-01","23:50:00","26456","Y"
"VD","2022-03-01","23:55:00","26349","Y"
"VD","2022-03-02","00:00:00","26398","Y"
"VD","2022-03-02","00:05:00","26382","Y"
"VD","2022-03-02","00:10:00","26348","Y"
"VD","2022-03-02","00:15:00","26418","Y"
"VD","2022-03-02","00:20:00","26376","Y"
"VD","2022-03-02","00:25:00","26109","Y"
"VD","2022-03-02","00:30:00","25963","Y"
"VD","2022-03-02","00:35:00","26272","Y"
"VD","2022-03-02","00:40:00","26484","Y"
"VD","2022-03-02","00:45:00","26521","Y"
"VD","2022-03-02","00:50:00","26504","Y"
"VD","2022-03-02","00:55:00","26456","Y"
"VD","2022-03-02","01:00:00","26406","Y"
"VD","2022-03-02","01:05:00","26696","Y"
"VD","2022-03-02","01:10:00","26789","Y"
"VD","2022-03-02","01:15:00","26684","Y"
"VD","2022-03-02","01:20:00","26608","Y"
"VD","2022-03-02","01:25:00","26571","Y"
"VD","2022-03-02","01:30:00","26473","Y"
"VD","2022-03-02","01:35:00","26602","Y"
"VD","2022-03-02","01:40:00","26870","Y"
"VD","2022-03-02","01:45:00","26979","Y"
"VD","2022-03-02","01:50:00","26830","Y"
"VD","2022-03-02","01:55:00","26805","Y"
"VD","2022-03-02","02:00:00","26805","Y"
"VD","2022-03-02","02:05:00","26876","Y"
"VD","2022-03-02","02:10:00","26986","Y"
"VD","2022-03-02","02:15:00","26806","Y"
"VD","2022-03-02","02:20:00","26680","Y"
"VD","2022-03-02","02:25:00","26727","Y"
"VD","2022-03-02","02:30:00","26660","Y"
"VD","2022-03-02","02:35:00","26592","Y"
"VD","2022-03-02","02:40:00","26578","Y"
"VD","2022-03-02","02:45:00","26597","Y"
"VD","2022-03-02","02:50:00","26615","Y"
"VD","2022-03-02","02:55:00","26604","Y"
"VD","2022-03-02","03:00:00","26612","Y"
"VD","2022-03-02","03:05:00","26689","Y"
"VD","2022-03-02","03:10:00","26828","Y"
"VD","2022-03-02","03:15:00","26795","Y"
"VD","2022-03-02","03:20:00","26714","Y"
"VD","2022-03-02","03:25:00","26582","Y"
"VD","2022-03-02","03:30:00","26486","Y"
"VD","2022-03-02","03:35:00","26436","Y"
"VD","2022-03-02","03:40:00","26409","Y"
"VD","2022-03-02","03:45:00","26347","Y"
"VD","2022-03-02","03:50:00","26266","Y"
"VD","2022-03-02","03:55:00","26305","Y"
"VD","2022-03-02","04:00:00","26466","Y"
"VD","2022-03-02","04:05:00","26833","Y"
"VD","2022-03-02","04:10:00","27126","Y"
"VD","2022-03-02","04:15:00","27075","Y"
"VD","2022-03-02","04:20:00","27060","Y"
"VD","2022-03-02","04:25:00","27066","Y"
"VD","2022-03-02","04:30:00","27115","Y"
"VD","2022-03-02","04:35:00","27255","Y"
"VD","2022-03-02","04:40:00","27257","Y"
"VD","2022-03-02","04:45:00","27297","Y"
"VD","2022-03-02","04:50:00","27077","Y"
"VD","2022-03-02","04:55:00","26875","Y"
"VD","2022-03-02","05:00:00","26729","Y"
"VD","2022-03-02","05:05:00","26810","Y"
"VD","2022-03-02","05:10:00","27180","Y"
"VD","2022-03-02","05:15:00","27363","Y"
"VD","2022-03-02","05:20:00","27451","Y"
"VD","2022-03-02","05:25:00","27553","Y"
"VD","2022-03-02","05:30:00","27705","Y"
"VD","2022-03-02","05:35:00","27856","Y"
"VD","2022-03-02","05:40:00","28067","Y"
"VD","2022-03-02","05:45:00","28207","Y"
"VD","2022-03-02","05:50:00","28601","Y"
"VD","2022-03-02","05:55:00","28961","Y"
"VD","2022-03-02","06:00:00","29361","Y"
"VD","2022-03-02","06:05:00","30051","Y"
"VD","2022-03-02","06:10:00","30676","Y"
"VD","2022-03-02","06:15:00","31178","Y"
"VD","2022-03-02","06:20:00","31533","Y"
"VD","2022-03-02","06:25:00","31961","Y"
"VD","2022-03-02","06:30:00","32565","Y"
"VD","2022-03-02","06:35:00","32967","Y"
"VD","2022-03-02","06:40:00","33303","Y"
"VD","2022-03-02","06:45:00","33686","Y"
"VD","2022-03-02","06:50:00","34112","Y"
"VD","2022-03-02","06:55:00","34567","Y"
"VD","2022-03-02","07:00:00","34790","Y"
"VD","2022-03-02","07:05:00","35060","Y"
"VD","2022-03-02","07:10:00","35824","Y"
"VD","2022-03-02","07:15:00","36132","Y"
"VD","2022-03-02","07:20:00","36229","Y"
"VD","2022-03-02","07:25:00","36411","Y"
"VD","2022-03-02","07:30:00","36585","Y"
"VD","2022-03-02","07:35:00","36760","Y"
"VD","2022-03-02","07:40:00","36894","Y"
"VD","2022-03-02","07:45:00","37113","Y"
"VD","2022-03-02","07:50:00","37279","Y"
"VD","2022-03-02","07:55:00","37593","Y"
"VD","2022-03-02","08:00:00","37608","Y"
"VD","2022-03-02","08:05:00","37256","Y"
"VD","2022-03-02","08:10:00","37338","Y"
"VD","2022-03-02","08:15:00","37464","Y"
"VD","2022-03-02","08:20:00","37639","Y"
"VD","2022-03-02","08:25:00","37879","Y"
"VD","2022-03-02","08:30:00","37971","Y"
"VD","2022-03-02","08:35:00","38013","Y"
"VD","2022-03-02","08:40:00","38049","Y"
"VD","2022-03-02","08:45:00","38192","Y"
"VD","2022-03-02","08:50:00","38233","Y"
"VD","2022-03-02","08:55:00","38358","Y"
"VD","2022-03-02","09:00:00","38270","Y"
"VD","2022-03-02","09:05:00","38564","Y"
"VD","2022-03-02","09:10:00","38665","Y"
"VD","2022-03-02","09:15:00","38688","Y"
"VD","2022-03-02","09:20:00","38878","Y"
"VD","2022-03-02","09:25:00","38962","Y"
"VD","2022-03-02","09:30:00","39102","Y"
"VD","2022-03-02","09:35:00","39140","Y"
"VD","2022-03-02","09:40:00","39150","Y"
"VD","2022-03-02","09:45:00","39218","Y"
"VD","2022-03-02","09:50:00","39244","Y"
"VD","2022-03-02","09:55:00","39240","Y"
"VD","2022-03-02","10:00:00","39281","Y"
"VD","2022-03-02","10:05:00","39606","Y"
"VD","2022-03-02","10:10:00","39725","Y"
"VD","2022-03-02","10:15:00","39972","Y"
"VD","2022-03-02","10:20:00","40155","Y"
"VD","2022-03-02","10:25:00","40337","Y"
"VD","2022-03-02","10:30:00","40407","Y"
"VD","2022-03-02","10:35:00","40454","Y"
"VD","2022-03-02","10:40:00","40337","Y"
"VD","2022-03-02","10:45:00","40289","Y"
"VD","2022-03-02","10:50:00","40309","Y"
"VD","2022-03-02","10:55:00","40293","Y"
"VD","2022-03-02","11:00:00","40145","Y"
"VD","2022-03-02","11:05:00","40079","Y"
"VD","2022-03-02","11:10:00","40261","Y"
"VD","2022-03-02","11:15:00","40330","Y"
"VD","2022-03-02","11:20:00","40199","Y"
"VD","2022-03-02","11:25:00","40281","Y"
"VD","2022-03-02","11:30:00","40246","Y"
"VD","2022-03-02","11:35:00","40309","Y"
"VD","2022-03-02","11:40:00","40303","Y"
"VD","2022-03-02","11:45:00","40295","Y"
"VD","2022-03-02","11:50:00","40325","Y"
"VD","2022-03-02","11:55:00","40317","Y"
"VD","2022-03-02","12:00:00","40343","Y"
"VD","2022-03-02","12:05:00","40426","Y"
"VD","2022-03-02","12:10:00","40424","Y"
"VD","2022-03-02","12:15:00","40228","Y"
"VD","2022-03-02","12:20:00","40327","Y"
"VD","2022-03-02","12:25:00","40337","Y"
"VD","2022-03-02","12:30:00","40323","Y"
"VD","2022-03-02","12:35:00","40381","Y"
"VD","2022-03-02","12:40:00","40379","Y"
"VD","2022-03-02","12:45:00","40364","Y"
"VD","2022-03-02","12:50:00","40312","Y"
"VD","2022-03-02","12:55:00","40267","Y"
"VD","2022-03-02","13:00:00","40257","Y"
"VD","2022-03-02","13:05:00","40303","Y"
"VD","2022-03-02","13:10:00","40192","Y"
"VD","2022-03-02","13:15:00","40136","Y"
"VD","2022-03-02","13:20:00","40103","Y"
"VD","2022-03-02","13:25:00","39983","Y"
"VD","2022-03-02","13:30:00","39886","Y"
"VD","2022-03-02","13:35:00","39896","Y"
"VD","2022-03-02","13:40:00","39909","Y"
"VD","2022-03-02","13:45:00","39897","Y"
"VD","2022-03-02","13:50:00","39812","Y"
"VD","2022-03-02","13:55:00","39606","Y"
"VD","2022-03-02","14:00:00","39390","Y"
"VD","2022-03-02","14:05:00","39134","Y"
"VD","2022-03-02","14:10:00","39118","Y"
"VD","2022-03-02","14:15:00","39260","Y"
"VD","2022-03-02","14:20:00","39346","Y"
"VD","2022-03-02","14:25:00","39321","Y"
"VD","2022-03-02","14:30:00","39319","Y"
"VD","2022-03-02","14:35:00","39270","Y"
"VD","2022-03-02","14:40:00","39248","Y"
"VD","2022-03-02","14:45:00","39168","Y"
"VD","2022-03-02","14:50:00","38965","Y"
"VD","2022-03-02","14:55:00","38751","Y"
"VD","2022-03-02","15:00:00","38620","Y"
"VD","2022-03-02","15:05:00","38472","Y"
"VD","2022-03-02","15:10:00","38412","Y"
"VD","2022-03-02","15:15:00","38508","Y"
"VD","2022-03-02","15:20:00","38566","Y"
"VD","2022-03-02","15:25:00","38639","Y"
"VD","2022-03-02","15:30:00","38836","Y"
"VD","2022-03-02","15:35:00","39243","Y"
"VD","2022-03-02","15:40:00","39263","Y"
"VD","2022-03-02","15:45:00","39585","Y"
"VD","2022-03-02","15:50:00","39757","Y"
"VD","2022-03-02","15:55:00","39791","Y"
"VD","2022-03-02","16:00:00","39940","Y"
"VD","2022-03-02","16:05:00","40175","Y"
"VD","2022-03-02","16:10:00","40524","Y"
"VD","2022-03-02","16:15:00","40528","Y"
"VD","2022-03-02","16:20:00","40432","Y"
"VD","2022-03-02","16:25:00","40373","Y"
"VD","2022-03-02","16:30:00","40446","Y"
"VD","2022-03-02","16:35:00","40480","Y"
"VD","2022-03-02","16:40:00","40631","Y"
"VD","2022-03-02","16:45:00","40792","Y"
"VD","2022-03-02","16:50:00","40997","Y"
"VD","2022-03-02","16:55:00","41307","Y"
"VD","2022-03-02","17:00:00","41720","Y"
"VD","2022-03-02","17:05:00","42192","Y"
"VD","2022-03-02","17:10:00","42413","Y"
"VD","2022-03-02","17:15:00","42519","Y"
"VD","2022-03-02","17:20:00","42641","Y"
"VD","2022-03-02","17:25:00","42782","Y"
