"recordType","settDate","publishingPeriodCommencingTime","fuelTypeGeneration","activeFlag"
"VD","2022-03-04","11:10:00","37798","Y"
"VD","2022-03-04","11:15:00","37812","Y"
"VD","2022-03-04","11:20:00","37840","Y"
"VD","2022-03-04","11:25:00","37834","Y"
"VD","2022-03-04","11:30:00","37792","Y"
"VD","2022-03-04","11:35:00","37743","Y"
"VD","2022-03-04","11:40:00","37677","Y"
"VD","2022-03-04","11:45:00","37603","Y"
"VD","2022-03-04","11:50:00","37574","Y"
"VD","2022-03-04","11:55:00","37597","Y"
"VD","2022-03-04","12:00:00","37635","Y"
"VD","2022-03-04","12:05:00","37583","Y"
"VD","2022-03-04","12:10:00","37568","Y"
"VD","2022-03-04","12:15:00","37512","Y"
"VD","2022-03-04","12:20:00","37502","Y"
"VD","2022-03-04","12:25:00","37419","Y"
"VD","2022-03-04","12:30:00","37354","Y"
"VD","2022-03-04","12:35:00","37337","Y"
"VD","2022-03-04","12:40:00","37265","Y"
"VD","2022-03-04","12:45:00","37203","Y"
"VD","2022-03-04","12:50:00","37153","Y"
"VD","2022-03-04","12:55:00","37081","Y"
"VD","2022-03-04","13:00:00","36957","Y"
"VD","2022-03-04","13:05:00","36893","Y"
"VD","2022-03-04","13:10:00","36801","Y"
"VD","2022-03-04","13:15:00","36751","Y"
"VD","2022-03-04","13:20:00","36624","Y"
"VD","2022-03-04","13:25:00","36530","Y"
"VD","2022-03-04","13:30:00","36395","Y"
"VD","2022-03-04","13:35:00","36374","Y"
"VD","2022-03-04","13:40:00","36312","Y"
"VD","2022-03-04","13:45:00","36114","Y"
"VD","2022-03-04","13:50:00","36002","Y"
"VD","2022-03-04","13:55:00","36009","Y"
"VD","2022-03-04","14:00:00","35982","Y"
"VD","2022-03-04","14:05:00","36217","Y"
"VD","2022-03-04","14:10:00","36218","Y"
"VD","2022-03-04","14:15:00","36151","Y"
"VD","2022-03-04","14:20:00","36106","Y"
"VD","2022-03-04","14:25:00","35971","Y"
"VD","2022-03-04","14:30:00","35869","Y"
"VD","2022-03-04","14:35:00","35916","Y"
"VD","2022-03-04","14:40:00","35857","Y"
"VD","2022-03-04","14:45:00","35944","Y"
"VD","2022-03-04","14:50:00","36067","Y"
"VD","2022-03-04","14:55:00","36099","Y"
"VD","2022-03-04","15:00:00","36094","Y"
"VD","2022-03-04","15:05:00","36074","Y"
"VD","2022-03-04","15:10:00","36018","Y"
"VD","2022-03-04","15:15:00","35997","Y"
"VD","2022-03-04","15:20:00","35875","Y"
"VD","2022-03-04","15:25:00","35842","Y"
"VD","2022-03-04","15:30:00","35881","Y"
"VD","2022-03-04","15:35:00","35876","Y"
"VD","2022-03-04","15:40:00","35910","Y"
"VD","2022-03-04","15:45:00","36032","Y"
"VD","2022-03-04","15:50:00","36208","Y"
"VD","2022-03-04","15:55:00","36330","Y"
"VD","2022-03-04","16:00:00","36644","Y"
"VD","2022-03-04","16:05:00","36793","Y"
"VD","2022-03-04","16:10:00","36871","Y"
"VD","2022-03-04","16:15:00","36986","Y"
"VD","2022-03-04","16:20:00","37006","Y"
"VD","2022-03-04","16:25:00","37077","Y"
"VD","2022-03-04","16:30:00","37171","Y"
"VD","2022-03-04","16:35:00","37213","Y"
"VD","2022-03-04","16:40:00","37362","Y"
"VD","2022-03-04","16:45:00","37522","Y"
"VD","2022-03-04","16:50:00","37718","Y"
"VD","2022-03-04","16:55:00","37968","Y"
"VD","2022-03-04","17:00:00","38197","Y"
"VD","2022-03-04","17:05:00","38559","Y"
"VD","2022-03-04","17:10:00","38779","Y"
"VD","2022-03-04","17:15:00","38906","Y"
"VD","2022-03-04","17:20:00","39020","Y"
"VD","2022-03-04","17:25:00","39227","Y"
"VD","2022-03-04","17:30:00","39245","Y"
"VD","2022-03-04","17:35:00","39384","Y"
"VD","2022-03-04","17:40:00","39628","Y"
"VD","2022-03-04","17:45:00","39918","Y"
"VD","2022-03-04","17:50:00","40067","Y"
"VD","2022-03-04","17:55:00","40096","Y"
"VD","2022-03-04","18:00:00","40176","Y"
"VD","2022-03-04","18:05:00","40204","Y"
"VD","2022-03-04","18:10:00","40452","Y"
"VD","2022-03-04","18:15:00","40618","Y"
"VD","2022-03-04","18:20:00","40722","Y"
"VD","2022-03-04","18:25:00","40985","Y"
"VD","2022-03-04","18:30:00","40957","Y"
"VD","2022-03-04","18:35:00","40930","Y"
"VD","2022-03-04","18:40:00","40881","Y"
"VD","2022-03-04","18:45:00","40790","Y"
"VD","2022-03-04","18:50:00","40702","Y"
"VD","2022-03-04","18:55:00","40615","Y"
"VD","2022-03-04","19:00:00","40187","Y"
"VD","2022-03-04","19:05:00","39880","Y"
"VD","2022-03-04","19:10:00","39655","Y"
"VD","2022-03-04","19:15:00","39392","Y"
"VD","2022-03-04","19:20:00","39178","Y"
"VD","2022-03-04","19:25:00","38818","Y"
"VD","2022-03-04","19:30:00","38645","Y"
"VD","2022-03-04","19:35:00","38392","Y"
"VD","2022-03-04","19:40:00","38327","Y"
"VD","2022-03-04","19:45:00","38175","Y"
"VD","2022-03-04","19:50:00","37954","Y"
"VD","2022-03-04","19:55:00","37533","Y"
"VD","2022-03-04","20:00:00","37131","Y"
"VD","2022-03-04","20:05:00","37231","Y"
"VD","2022-03-04","20:10:00","37148","Y"
"VD","2022-03-04","20:15:00","36900","Y"
"VD","2022-03-04","20:20:00","36751","Y"
"VD","2022-03-04","20:25:00","36655","Y"
"VD","2022-03-04","20:30:00","36348","Y"
"VD","2022-03-04","20:35:00","35967","Y"
"VD","2022-03-04","20:40:00","35800","Y"
"VD","2022-03-04","20:45:00","35640","Y"
"VD","2022-03-04","20:50:00","35461","Y"
"VD","2022-03-04","20:55:00","35096","Y"
"VD","2022-03-04","21:00:00","34833","Y"
"VD","2022-03-04","21:05:00","34770","Y"
"VD","2022-03-04","21:10:00","34531","Y"
"VD","2022-03-04","21:15:00","34151","Y"
"VD","2022-03-04","21:20:00","33931","Y"
"VD","2022-03-04","21:25:00","33671","Y"
"VD","2022-03-04","21:30:00","33352","Y"
"VD","2022-03-04","21:35:00","33162","Y"
"VD","2022-03-04","21:40:00","33012","Y"
"VD","2022-03-04","21:45:00","32672","Y"
"VD","2022-03-04","21:50:00","32492","Y"
"VD","2022-03-04","21:55:00","32335","Y"
"VD","2022-03-04","22:00:00","32023","Y"
"VD","2022-03-04","22:05:00","31689","Y"
"VD","2022-03-04","22:10:00","31388","Y"
"VD","2022-03-04","22:15:00","31093","Y"
"VD","2022-03-04","22:20:00","30719","Y"
"VD","2022-03-04","22:25:00","30367","Y"
"VD","2022-03-04","22:30:00","30132","Y"
"VD","2022-03-04","22:35:00","29987","Y"
"VD","2022-03-04","22:40:00","29597","Y"
"VD","2022-03-04","22:45:00","29326","Y"
"VD","2022-03-04","22:50:00","29183","Y"
"VD","2022-03-04","22:55:00","28886","Y"
"VD","2022-03-04","23:00:00","28700","Y"
"VD","2022-03-04","23:05:00","28522","Y"
"VD","2022-03-04","23:10:00","28033","Y"
"VD","2022-03-04","23:15:00","27830","Y"
"VD","2022-03-04","23:20:00","27681","Y"
"VD","2022-03-04","23:25:00","27515","Y"
"VD","2022-03-04","23:30:00","27369","Y"
"VD","2022-03-04","23:35:00","27253","Y"
"VD","2022-03-04","23:40:00","27142","Y"
"VD","2022-03-04","23:45:00","26942","Y"
"VD","2022-03-04","23:50:00","26714","Y"
"VD","2022-03-04","23:55:00","26642","Y"
"VD","2022-03-05","00:00:00","26589","Y"
"VD","2022-03-05","00:05:00","26643","Y"
"VD","2022-03-05","00:10:00","26672","Y"
"VD","2022-03-05","00:15:00","26636","Y"
"VD","2022-03-05","00:20:00","26565","Y"
"VD","2022-03-05","00:25:00","26464","Y"
"VD","2022-03-05","00:30:00","26446","Y"
"VD","2022-03-05","00:35:00","26719","Y"
"VD","2022-03-05","00:40:00","26966","Y"
"VD","2022-03-05","00:45:00","26949","Y"
"VD","2022-03-05","00:50:00","26884","Y"
"VD","2022-03-05","00:55:00","26739","Y"
"VD","2022-03-05","01:00:00","26376","Y"
"VD","2022-03-05","01:05:00","26256","Y"
"VD","2022-03-05","01:10:00","26138","Y"
"VD","2022-03-05","01:15:00","26019","Y"
"VD","2022-03-05","01:20:00","25908","Y"
"VD","2022-03-05","01:25:00","25798","Y"
"VD","2022-03-05","01:30:00","25707","Y"
"VD","2022-03-05","01:35:00","25596","Y"
"VD","2022-03-05","01:40:00","25519","Y"
"VD","2022-03-05","01:45:00","25484","Y"
"VD","2022-03-05","01:50:00","25436","Y"
"VD","2022-03-05","01:55:00","25250","Y"
"VD","2022-03-05","02:00:00","25282","Y"
"VD","2022-03-05","02:05:00","25232","Y"
"VD","2022-03-05","02:10:00","25296","Y"
"VD","2022-03-05","02:15:00","25234","Y"
"VD","2022-03-05","02:20:00","25249","Y"
"VD","2022-03-05","02:25:00","25259","Y"
"VD","2022-03-05","02:30:00","25231","Y"
"VD","2022-03-05","02:35:00","25260","Y"
"VD","2022-03-05","02:40:00","25189","Y"
"VD","2022-03-05","02:45:00","25127","Y"
"VD","2022-03-05","02:50:00","25021","Y"
"VD","2022-03-05","02:55:00","24922","Y"
"VD","2022-03-05","03:00:00","24801","Y"
"VD","2022-03-05","03:05:00","24613","Y"
"VD","2022-03-05","03:10:00","24475","Y"
"VD","2022-03-05","03:15:00","24474","Y"
"VD","2022-03-05","03:20:00","24401","Y"
"VD","2022-03-05","03:25:00","24263","Y"
"VD","2022-03-05","03:30:00","24155","Y"
"VD","2022-03-05","03:35:00","24158","Y"
"VD","2022-03-05","03:40:00","24162","Y"
"VD","2022-03-05","03:45:00","24131","Y"
"VD","2022-03-05","03:50:00","24148","Y"
"VD","2022-03-05","03:55:00","24185","Y"
"VD","2022-03-05","04:00:00","24048","Y"
"VD","2022-03-05","04:05:00","23827","Y"
"VD","2022-03-05","04:10:00","23892","Y"
"VD","2022-03-05","04:15:00","23908","Y"
"VD","2022-03-05","04:20:00","23900","Y"
"VD","2022-03-05","04:25:00","23872","Y"
"VD","2022-03-05","04:30:00","23945","Y"
"VD","2022-03-05","04:35:00","24025","Y"
"VD","2022-03-05","04:40:00","24022","Y"
"VD","2022-03-05","04:45:00","23909","Y"
"VD","2022-03-05","04:50:00","23925","Y"
"VD","2022-03-05","04:55:00","24018","Y"
"VD","2022-03-05","05:00:00","24058","Y"
"VD","2022-03-05","05:05:00","23925","Y"
"VD","2022-03-05","05:10:00","23948","Y"
"VD","2022-03-05","05:15:00","23974","Y"
"VD","2022-03-05","05:20:00","24001","Y"
"VD","2022-03-05","05:25:00","24025","Y"
"VD","2022-03-05","05:30:00","23943","Y"
"VD","2022-03-05","05:35:00","23911","Y"
"VD","2022-03-05","05:40:00","23950","Y"
"VD","2022-03-05","05:45:00","23891","Y"
"VD","2022-03-05","05:50:00","23989","Y"
"VD","2022-03-05","05:55:00","24021","Y"
"VD","2022-03-05","06:00:00","24236","Y"
"VD","2022-03-05","06:05:00","24783","Y"
"VD","2022-03-05","06:10:00","25140","Y"
"VD","2022-03-05","06:15:00","25480","Y"
"VD","2022-03-05","06:20:00","25754","Y"
"VD","2022-03-05","06:25:00","25781","Y"
"VD","2022-03-05","06:30:00","25737","Y"
"VD","2022-03-05","06:35:00","25841","Y"
"VD","2022-03-05","06:40:00","25918","Y"
"VD","2022-03-05","06:45:00","26136","Y"
"VD","2022-03-05","06:50:00","26273","Y"
"VD","2022-03-05","06:55:00","26511","Y"
"VD","2022-03-05","07:00:00","26579","Y"
"VD","2022-03-05","07:05:00","26925","Y"
"VD","2022-03-05","07:10:00","27235","Y"
"VD","2022-03-05","07:15:00","27472","Y"
"VD","2022-03-05","07:20:00","27681","Y"
"VD","2022-03-05","07:25:00","27859","Y"
"VD","2022-03-05","07:30:00","27970","Y"
"VD","2022-03-05","07:35:00","28045","Y"
"VD","2022-03-05","07:40:00","28105","Y"
"VD","2022-03-05","07:45:00","28290","Y"
"VD","2022-03-05","07:50:00","28540","Y"
"VD","2022-03-05","07:55:00","28713","Y"
"VD","2022-03-05","08:00:00","28992","Y"
"VD","2022-03-05","08:05:00","29290","Y"
"VD","2022-03-05","08:10:00","29672","Y"
"VD","2022-03-05","08:15:00","30071","Y"
"VD","2022-03-05","08:20:00","30175","Y"
"VD","2022-03-05","08:25:00","30258","Y"
"VD","2022-03-05","08:30:00","30326","Y"
"VD","2022-03-05","08:35:00","30420","Y"
"VD","2022-03-05","08:40:00","30415","Y"
"VD","2022-03-05","08:45:00","30490","Y"
"VD","2022-03-05","08:50:00","30588","Y"
"VD","2022-03-05","08:55:00","30645","Y"
"VD","2022-03-05","09:00:00","30781","Y"
"VD","2022-03-05","09:05:00","30907","Y"
"VD","2022-03-05","09:10:00","31086","Y"
"VD","2022-03-05","09:15:00","31226","Y"
"VD","2022-03-05","09:20:00","31455","Y"
"VD","2022-03-05","09:25:00","31623","Y"
"VD","2022-03-05","09:30:00","31495","Y"
"VD","2022-03-05","09:35:00","31465","Y"
"VD","2022-03-05","09:40:00","31508","Y"
"VD","2022-03-05","09:45:00","31474","Y"
"VD","2022-03-05","09:50:00","31537","Y"
"VD","2022-03-05","09:55:00","31600","Y"
"VD","2022-03-05","10:00:00","31637","Y"
"VD","2022-03-05","10:05:00","31793","Y"
"VD","2022-03-05","10:10:00","31792","Y"
"VD","2022-03-05","10:15:00","31773","Y"
"VD","2022-03-05","10:20:00","31686","Y"
"VD","2022-03-05","10:25:00","31634","Y"
"VD","2022-03-05","10:30:00","31562","Y"
"VD","2022-03-05","10:35:00","31524","Y"
"VD","2022-03-05","10:40:00","31558","Y"
"VD","2022-03-05","10:45:00","31593","Y"
"VD","2022-03-05","10:50:00","31614","Y"
"VD","2022-03-05","10:55:00","31622","Y"
"VD","2022-03-05","11:00:00","31549","Y"
"VD","2022-03-05","11:05:00","31418","Y"
"VD","2022-03-05","11:10:00","31591","Y"
"VD","2022-03-05","11:15:00","31441","Y"
"VD","2022-03-05","11:20:00","31297","Y"
"VD","2022-03-05","11:25:00","31390","Y"
"VD","2022-03-05","11:30:00","31425","Y"
"VD","2022-03-05","11:35:00","31405","Y"
"VD","2022-03-05","11:40:00","31352","Y"
"VD","2022-03-05","11:45:00","31371","Y"
"VD","2022-03-05","11:50:00","31284","Y"
"VD","2022-03-05","11:55:00","31256","Y"
"VD","2022-03-05","12:00:00","31328","Y"
"VD","2022-03-05","12:05:00","31332","Y"
"VD","2022-03-05","12:10:00","31291","Y"
"VD","2022-03-05","12:15:00","31189","Y"
"VD","2022-03-05","12:20:00","31165","Y"
"VD","2022-03-05","12:25:00","31215","Y"
"VD","2022-03-05","12:30:00","31195","Y"
"VD","2022-03-05","12:35:00","31169","Y"
"VD","2022-03-05","12:40:00","31137","Y"
"VD","2022-03-05","12:45:00","30989","Y"
"VD","2022-03-05","12:50:00","30995","Y"
"VD","2022-03-05","12:55:00","30930","Y"
"VD","2022-03-05","13:00:00","30849","Y"
"VD","2022-03-05","13:05:00","30894","Y"
"VD","2022-03-05","13:10:00","30675","Y"
"VD","2022-03-05","13:15:00","30548","Y"
"VD","2022-03-05","13:20:00","30579","Y"
"VD","2022-03-05","13:25:00","30575","Y"
"VD","2022-03-05","13:30:00","30560","Y"
"VD","2022-03-05","13:35:00","30591","Y"
"VD","2022-03-05","13:40:00","30537","Y"
"VD","2022-03-05","13:45:00","30452","Y"
"VD","2022-03-05","13:50:00","30448","Y"
"VD","2022-03-05","13:55:00","30382","Y"
"VD","2022-03-05","14:00:00","30354","Y"
"VD","2022-03-05","14:05:00","30308","Y"
"VD","2022-03-05","14:10:00","30270","Y"
"VD","2022-03-05","14:15:00","30250","Y"
"VD","2022-03-05","14:20:00","30272","Y"
"VD","2022-03-05","14:25:00","30244","Y"
"VD","2022-03-05","14:30:00","30238","Y"
"VD","2022-03-05","14:35:00","30198","Y"
"VD","2022-03-05","14:40:00","30138","Y"
"VD","2022-03-05","14:45:00","30113","Y"
"VD","2022-03-05","14:50:00","30204","Y"
"VD","2022-03-05","14:55:00","30358","Y"
"VD","2022-03-05","15:00:00","30525","Y"
"VD","2022-03-05","15:05:00","30549","Y"
"VD","2022-03-05","15:10:00","30522","Y"
"VD","2022-03-05","15:15:00","30725","Y"
"VD","2022-03-05","15:20:00","30768","Y"
"VD","2022-03-05","15:25:00","30837","Y"
"VD","2022-03-05","15:30:00","30908","Y"
"VD","2022-03-05","15:35:00","31066","Y"
"VD","2022-03-05","15:40:00","30932","Y"
"VD","2022-03-05","15:45:00","31095","Y"
"VD","2022-03-05","15:50:00","31267","Y"
"VD","2022-03-05","15:55:00","31528","Y"
"VD","2022-03-05","16:00:00","31758","Y"
"VD","2022-03-05","16:05:00","31960","Y"
"VD","2022-03-05","16:10:00","32201","Y"
"VD","2022-03-05","16:15:00","32382","Y"
"VD","2022-03-05","16:20:00","32600","Y"
"VD","2022-03-05","16:25:00","32833","Y"
"VD","2022-03-05","16:30:00","33032","Y"
"VD","2022-03-05","16:35:00","33382","Y"
"VD","2022-03-05","16:40:00","33741","Y"
"VD","2022-03-05","16:45:00","33903","Y"
"VD","2022-03-05","16:50:00","34054","Y"
"VD","2022-03-05","16:55:00","34227","Y"
"VD","2022-03-05","17:00:00","34518","Y"
"VD","2022-03-05","17:05:00","34969","Y"
"VD","2022-03-05","17:10:00","35269","Y"
"VD","2022-03-05","17:15:00","35523","Y"
"VD","2022-03-05","17:20:00","35850","Y"
"VD","2022-03-05","17:25:00","36059","Y"
"VD","2022-03-05","17:30:00","36301","Y"
"VD","2022-03-05","17:35:00","36318","Y"
"VD","2022-03-05","17:40:00","36369","Y"
"VD","2022-03-05","17:45:00","36506","Y"
"VD","2022-03-05","17:50:00","36766","Y"
"VD","2022-03-05","17:55:00","36931","Y"
"VD","2022-03-05","18:00:00","37159","Y"
"VD","2022-03-05","18:05:00","37360","Y"
"VD","2022-03-05","18:10:00","37480","Y"
"VD","2022-03-05","18:15:00","37648","Y"
"VD","2022-03-05","18:20:00","37646","Y"
"VD","2022-03-05","18:25:00","37777","Y"
"VD","2022-03-05","18:30:00","37780","Y"
"VD","2022-03-05","18:35:00","37669","Y"
"VD","2022-03-05","18:40:00","37613","Y"
"VD","2022-03-05","18:45:00","37564","Y"
"VD","2022-03-05","18:50:00","37486","Y"
"VD","2022-03-05","18:55:00","37303","Y"
"VD","2022-03-05","19:00:00","37035","Y"
"VD","2022-03-05","19:05:00","36950","Y"
"VD","2022-03-05","19:10:00","36940","Y"
"VD","2022-03-05","19:15:00","36623","Y"
"VD","2022-03-05","19:20:00","36261","Y"
"VD","2022-03-05","19:25:00","36076","Y"
"VD","2022-03-05","19:30:00","35915","Y"
"VD","2022-03-05","19:35:00","35804","Y"
"VD","2022-03-05","19:40:00","35760","Y"
"VD","2022-03-05","19:45:00","35775","Y"
"VD","2022-03-05","19:50:00","35588","Y"
"VD","2022-03-05","19:55:00","35327","Y"
"VD","2022-03-05","20:00:00","35121","Y"
"VD","2022-03-05","20:05:00","34994","Y"
"VD","2022-03-05","20:10:00","34920","Y"
"VD","2022-03-05","20:15:00","34762","Y"
"VD","2022-03-05","20:20:00","34617","Y"
"VD","2022-03-05","20:25:00","34528","Y"
"VD","2022-03-05","20:30:00","34406","Y"
"VD","2022-03-05","20:35:00","34167","Y"
"VD","2022-03-05","20:40:00","33947","Y"
"VD","2022-03-05","20:45:00","33786","Y"
"VD","2022-03-05","20:50:00","33667","Y"
"VD","2022-03-05","20:55:00","33541","Y"
"VD","2022-03-05","21:00:00","33194","Y"
"VD","2022-03-05","21:05:00","32831","Y"
"VD","2022-03-05","21:10:00","32584","Y"
"VD","2022-03-05","21:15:00","32451","Y"
"VD","2022-03-05","21:20:00","32344","Y"
"VD","2022-03-05","21:25:00","32032","Y"
"VD","2022-03-05","21:30:00","31767","Y"
"VD","2022-03-05","21:35:00","31659","Y"
"VD","2022-03-05","21:40:00","31508","Y"
"VD","2022-03-05","21:45:00","31152","Y"
"VD","2022-03-05","21:50:00","31068","Y"
"VD","2022-03-05","21:55:00","30925","Y"
"VD","2022-03-05","22:00:00","30712","Y"
"VD","2022-03-05","22:05:00","30319","Y"
"VD","2022-03-05","22:10:00","30288","Y"
"VD","2022-03-05","22:15:00","29898","Y"
"VD","2022-03-05","22:20:00","29551","Y"
"VD","2022-03-05","22:25:00","29286","Y"
"VD","2022-03-05","22:30:00","29192","Y"
"VD","2022-03-05","22:35:00","29154","Y"
"VD","2022-03-05","22:40:00","28963","Y"
"VD","2022-03-05","22:45:00","28759","Y"
"VD","2022-03-05","22:50:00","28624","Y"
"VD","2022-03-05","22:55:00","28429","Y"
"VD","2022-03-05","23:00:00","28237","Y"
"VD","2022-03-05","23:05:00","28190","Y"
"VD","2022-03-05","23:10:00","27924","Y"
"VD","2022-03-05","23:15:00","27520","Y"
"VD","2022-03-05","23:20:00","27248","Y"
"VD","2022-03-05","23:25:00","27014","Y"
"VD","2022-03-05","23:30:00","26709","Y"
"VD","2022-03-05","23:35:00","26534","Y"
"VD","2022-03-05","23:40:00","26415","Y"
"VD","2022-03-05","23:45:00","26214","Y"
"VD","2022-03-05","23:50:00","25973","Y"
"VD","2022-03-05","23:55:00","25774","Y"
"VD","2022-03-06","00:00:00","25622","Y"
"VD","2022-03-06","00:05:00","25947","Y"
"VD","2022-03-06","00:10:00","25980","Y"
"VD","2022-03-06","00:15:00","26026","Y"
"VD","2022-03-06","00:20:00","25937","Y"
"VD","2022-03-06","00:25:00","25854","Y"
"VD","2022-03-06","00:30:00","25808","Y"
"VD","2022-03-06","00:35:00","26135","Y"
"VD","2022-03-06","00:40:00","26280","Y"
"VD","2022-03-06","00:45:00","26296","Y"
"VD","2022-03-06","00:50:00","26252","Y"
"VD","2022-03-06","00:55:00","26181","Y"
"VD","2022-03-06","01:00:00","26208","Y"
"VD","2022-03-06","01:05:00","26453","Y"
"VD","2022-03-06","01:10:00","26562","Y"
"VD","2022-03-06","01:15:00","26551","Y"
"VD","2022-03-06","01:20:00","26427","Y"
"VD","2022-03-06","01:25:00","26416","Y"
"VD","2022-03-06","01:30:00","26273","Y"
"VD","2022-03-06","01:35:00","26224","Y"
"VD","2022-03-06","01:40:00","26169","Y"
"VD","2022-03-06","01:45:00","26033","Y"
"VD","2022-03-06","01:50:00","25880","Y"
"VD","2022-03-06","01:55:00","25737","Y"
"VD","2022-03-06","02:00:00","25639","Y"
"VD","2022-03-06","02:05:00","25615","Y"
"VD","2022-03-06","02:10:00","25569","Y"
"VD","2022-03-06","02:15:00","25524","Y"
"VD","2022-03-06","02:20:00","25442","Y"
"VD","2022-03-06","02:25:00","25459","Y"
"VD","2022-03-06","02:30:00","25425","Y"
"VD","2022-03-06","02:35:00","25395","Y"
"VD","2022-03-06","02:40:00","25328","Y"
"VD","2022-03-06","02:45:00","25207","Y"
"VD","2022-03-06","02:50:00","25199","Y"
"VD","2022-03-06","02:55:00","25189","Y"
"VD","2022-03-06","03:00:00","25139","Y"
"VD","2022-03-06","03:05:00","25134","Y"
"VD","2022-03-06","03:10:00","25049","Y"
"VD","2022-03-06","03:15:00","24993","Y"
"VD","2022-03-06","03:20:00","24873","Y"
"VD","2022-03-06","03:25:00","24840","Y"
"VD","2022-03-06","03:30:00","24900","Y"
"VD","2022-03-06","03:35:00","24792","Y"
"VD","2022-03-06","03:40:00","24707","Y"
"VD","2022-03-06","03:45:00","24626","Y"
"VD","2022-03-06","03:50:00","24655","Y"
"VD","2022-03-06","03:55:00","24576","Y"
"VD","2022-03-06","04:00:00","24549","Y"
"VD","2022-03-06","04:05:00","24511","Y"
"VD","2022-03-06","04:10:00","24492","Y"
"VD","2022-03-06","04:15:00","24490","Y"
"VD","2022-03-06","04:20:00","24334","Y"
"VD","2022-03-06","04:25:00","24224","Y"
"VD","2022-03-06","04:30:00","24202","Y"
"VD","2022-03-06","04:35:00","24264","Y"
"VD","2022-03-06","04:40:00","24346","Y"
"VD","2022-03-06","04:45:00","24341","Y"
"VD","2022-03-06","04:50:00","24089","Y"
