"recordType","settDate","publishingPeriodCommencingTime","fuelTypeGeneration","activeFlag"
"VD","2022-03-06","04:55:00","24086","Y"
"VD","2022-03-06","05:00:00","24097","Y"
"VD","2022-03-06","05:05:00","24233","Y"
"VD","2022-03-06","05:10:00","24277","Y"
"VD","2022-03-06","05:15:00","24278","Y"
"VD","2022-03-06","05:20:00","24222","Y"
"VD","2022-03-06","05:25:00","24276","Y"
"VD","2022-03-06","05:30:00","24363","Y"
"VD","2022-03-06","05:35:00","24412","Y"
"VD","2022-03-06","05:40:00","24500","Y"
"VD","2022-03-06","05:45:00","24543","Y"
"VD","2022-03-06","05:50:00","24595","Y"
"VD","2022-03-06","05:55:00","24675","Y"
"VD","2022-03-06","06:00:00","24731","Y"
"VD","2022-03-06","06:05:00","24939","Y"
"VD","2022-03-06","06:10:00","24988","Y"
"VD","2022-03-06","06:15:00","25072","Y"
"VD","2022-03-06","06:20:00","25104","Y"
"VD","2022-03-06","06:25:00","25018","Y"
"VD","2022-03-06","06:30:00","25034","Y"
"VD","2022-03-06","06:35:00","25131","Y"
"VD","2022-03-06","06:40:00","25160","Y"
"VD","2022-03-06","06:45:00","25253","Y"
"VD","2022-03-06","06:50:00","25395","Y"
"VD","2022-03-06","06:55:00","25551","Y"
"VD","2022-03-06","07:00:00","25671","Y"
"VD","2022-03-06","07:05:00","25928","Y"
"VD","2022-03-06","07:10:00","26089","Y"
"VD","2022-03-06","07:15:00","26257","Y"
"VD","2022-03-06","07:20:00","26464","Y"
"VD","2022-03-06","07:25:00","26623","Y"
"VD","2022-03-06","07:30:00","26730","Y"
"VD","2022-03-06","07:35:00","26825","Y"
"VD","2022-03-06","07:40:00","26903","Y"
"VD","2022-03-06","07:45:00","27006","Y"
"VD","2022-03-06","07:50:00","27154","Y"
"VD","2022-03-06","07:55:00","27377","Y"
"VD","2022-03-06","08:00:00","27643","Y"
"VD","2022-03-06","08:05:00","27814","Y"
"VD","2022-03-06","08:10:00","27921","Y"
"VD","2022-03-06","08:15:00","28065","Y"
"VD","2022-03-06","08:20:00","28128","Y"
"VD","2022-03-06","08:25:00","28315","Y"
"VD","2022-03-06","08:30:00","28484","Y"
"VD","2022-03-06","08:35:00","28580","Y"
"VD","2022-03-06","08:40:00","28741","Y"
"VD","2022-03-06","08:45:00","28845","Y"
"VD","2022-03-06","08:50:00","28920","Y"
"VD","2022-03-06","08:55:00","29049","Y"
"VD","2022-03-06","09:00:00","29186","Y"
"VD","2022-03-06","09:05:00","29437","Y"
"VD","2022-03-06","09:10:00","29562","Y"
"VD","2022-03-06","09:15:00","29634","Y"
"VD","2022-03-06","09:20:00","29816","Y"
"VD","2022-03-06","09:25:00","29956","Y"
"VD","2022-03-06","09:30:00","30048","Y"
"VD","2022-03-06","09:35:00","30355","Y"
"VD","2022-03-06","09:40:00","30239","Y"
"VD","2022-03-06","09:45:00","30268","Y"
"VD","2022-03-06","09:50:00","30390","Y"
"VD","2022-03-06","09:55:00","30469","Y"
"VD","2022-03-06","10:00:00","30573","Y"
"VD","2022-03-06","10:05:00","30609","Y"
"VD","2022-03-06","10:10:00","30696","Y"
"VD","2022-03-06","10:15:00","30732","Y"
"VD","2022-03-06","10:20:00","30724","Y"
"VD","2022-03-06","10:25:00","30761","Y"
"VD","2022-03-06","10:30:00","30829","Y"
"VD","2022-03-06","10:35:00","31018","Y"
"VD","2022-03-06","10:40:00","31159","Y"
"VD","2022-03-06","10:45:00","31127","Y"
"VD","2022-03-06","10:50:00","31117","Y"
"VD","2022-03-06","10:55:00","31212","Y"
"VD","2022-03-06","11:00:00","31151","Y"
"VD","2022-03-06","11:05:00","31149","Y"
"VD","2022-03-06","11:10:00","31116","Y"
"VD","2022-03-06","11:15:00","31008","Y"
"VD","2022-03-06","11:20:00","30985","Y"
"VD","2022-03-06","11:25:00","30968","Y"
"VD","2022-03-06","11:30:00","31031","Y"
"VD","2022-03-06","11:35:00","31105","Y"
"VD","2022-03-06","11:40:00","31120","Y"
"VD","2022-03-06","11:45:00","31150","Y"
"VD","2022-03-06","11:50:00","31099","Y"
"VD","2022-03-06","11:55:00","31025","Y"
"VD","2022-03-06","12:00:00","31128","Y"
"VD","2022-03-06","12:05:00","31296","Y"
"VD","2022-03-06","12:10:00","31438","Y"
"VD","2022-03-06","12:15:00","31599","Y"
"VD","2022-03-06","12:20:00","31715","Y"
"VD","2022-03-06","12:25:00","31691","Y"
"VD","2022-03-06","12:30:00","31686","Y"
"VD","2022-03-06","12:35:00","31634","Y"
"VD","2022-03-06","12:40:00","31593","Y"
"VD","2022-03-06","12:45:00","31568","Y"
"VD","2022-03-06","12:50:00","31568","Y"
"VD","2022-03-06","12:55:00","31205","Y"
"VD","2022-03-06","13:00:00","31172","Y"
"VD","2022-03-06","13:05:00","31414","Y"
"VD","2022-03-06","13:10:00","31291","Y"
"VD","2022-03-06","13:15:00","30900","Y"
"VD","2022-03-06","13:20:00","30816","Y"
"VD","2022-03-06","13:25:00","30697","Y"
"VD","2022-03-06","13:30:00","30677","Y"
"VD","2022-03-06","13:35:00","30681","Y"
"VD","2022-03-06","13:40:00","30620","Y"
"VD","2022-03-06","13:45:00","30555","Y"
"VD","2022-03-06","13:50:00","30500","Y"
"VD","2022-03-06","13:55:00","30453","Y"
"VD","2022-03-06","14:00:00","30467","Y"
"VD","2022-03-06","14:05:00","30514","Y"
"VD","2022-03-06","14:10:00","30494","Y"
"VD","2022-03-06","14:15:00","30372","Y"
"VD","2022-03-06","14:20:00","30246","Y"
"VD","2022-03-06","14:25:00","30182","Y"
"VD","2022-03-06","14:30:00","30198","Y"
"VD","2022-03-06","14:35:00","30207","Y"
"VD","2022-03-06","14:40:00","30110","Y"
"VD","2022-03-06","14:45:00","30090","Y"
"VD","2022-03-06","14:50:00","30198","Y"
"VD","2022-03-06","14:55:00","30669","Y"
"VD","2022-03-06","15:00:00","30804","Y"
"VD","2022-03-06","15:05:00","30856","Y"
"VD","2022-03-06","15:10:00","30932","Y"
"VD","2022-03-06","15:15:00","31159","Y"
"VD","2022-03-06","15:20:00","31284","Y"
"VD","2022-03-06","15:25:00","31379","Y"
"VD","2022-03-06","15:30:00","31410","Y"
"VD","2022-03-06","15:35:00","31603","Y"
"VD","2022-03-06","15:40:00","31832","Y"
"VD","2022-03-06","15:45:00","32100","Y"
"VD","2022-03-06","15:50:00","32197","Y"
"VD","2022-03-06","15:55:00","32297","Y"
"VD","2022-03-06","16:00:00","32524","Y"
"VD","2022-03-06","16:05:00","32766","Y"
"VD","2022-03-06","16:10:00","32999","Y"
"VD","2022-03-06","16:15:00","33299","Y"
"VD","2022-03-06","16:20:00","33799","Y"
"VD","2022-03-06","16:25:00","34246","Y"
"VD","2022-03-06","16:30:00","34515","Y"
"VD","2022-03-06","16:35:00","34733","Y"
"VD","2022-03-06","16:40:00","35018","Y"
"VD","2022-03-06","16:45:00","35295","Y"
"VD","2022-03-06","16:50:00","35559","Y"
"VD","2022-03-06","16:55:00","35904","Y"
"VD","2022-03-06","17:00:00","36250","Y"
"VD","2022-03-06","17:05:00","36545","Y"
"VD","2022-03-06","17:10:00","36744","Y"
"VD","2022-03-06","17:15:00","37046","Y"
"VD","2022-03-06","17:20:00","37326","Y"
"VD","2022-03-06","17:25:00","37664","Y"
"VD","2022-03-06","17:30:00","37953","Y"
"VD","2022-03-06","17:35:00","38036","Y"
"VD","2022-03-06","17:40:00","38070","Y"
"VD","2022-03-06","17:45:00","38116","Y"
"VD","2022-03-06","17:50:00","38252","Y"
"VD","2022-03-06","17:55:00","38417","Y"
"VD","2022-03-06","18:00:00","38500","Y"
"VD","2022-03-06","18:05:00","38788","Y"
"VD","2022-03-06","18:10:00","38954","Y"
"VD","2022-03-06","18:15:00","39054","Y"
"VD","2022-03-06","18:20:00","39227","Y"
"VD","2022-03-06","18:25:00","39336","Y"
"VD","2022-03-06","18:30:00","39364","Y"
"VD","2022-03-06","18:35:00","39447","Y"
"VD","2022-03-06","18:40:00","39449","Y"
"VD","2022-03-06","18:45:00","39385","Y"
"VD","2022-03-06","18:50:00","39388","Y"
"VD","2022-03-06","18:55:00","39310","Y"
"VD","2022-03-06","19:00:00","39087","Y"
"VD","2022-03-06","19:05:00","38979","Y"
"VD","2022-03-06","19:10:00","38866","Y"
"VD","2022-03-06","19:15:00","38659","Y"
"VD","2022-03-06","19:20:00","38442","Y"
"VD","2022-03-06","19:25:00","38185","Y"
"VD","2022-03-06","19:30:00","37955","Y"
"VD","2022-03-06","19:35:00","37651","Y"
"VD","2022-03-06","19:40:00","37421","Y"
"VD","2022-03-06","19:45:00","37372","Y"
"VD","2022-03-06","19:50:00","37328","Y"
"VD","2022-03-06","19:55:00","37145","Y"
"VD","2022-03-06","20:00:00","36871","Y"
"VD","2022-03-06","20:05:00","36913","Y"
"VD","2022-03-06","20:10:00","36915","Y"
"VD","2022-03-06","20:15:00","36804","Y"
"VD","2022-03-06","20:20:00","36582","Y"
"VD","2022-03-06","20:25:00","36382","Y"
"VD","2022-03-06","20:30:00","36081","Y"
"VD","2022-03-06","20:35:00","35694","Y"
"VD","2022-03-06","20:40:00","35343","Y"
"VD","2022-03-06","20:45:00","35051","Y"
"VD","2022-03-06","20:50:00","34872","Y"
"VD","2022-03-06","20:55:00","34689","Y"
"VD","2022-03-06","21:00:00","34464","Y"
"VD","2022-03-06","21:05:00","34283","Y"
"VD","2022-03-06","21:10:00","33949","Y"
"VD","2022-03-06","21:15:00","33679","Y"
"VD","2022-03-06","21:20:00","33402","Y"
"VD","2022-03-06","21:25:00","33150","Y"
"VD","2022-03-06","21:30:00","32920","Y"
"VD","2022-03-06","21:35:00","32683","Y"
"VD","2022-03-06","21:40:00","32511","Y"
"VD","2022-03-06","21:45:00","32350","Y"
"VD","2022-03-06","21:50:00","32042","Y"
"VD","2022-03-06","21:55:00","31765","Y"
"VD","2022-03-06","22:00:00","31612","Y"
"VD","2022-03-06","22:05:00","31124","Y"
"VD","2022-03-06","22:10:00","30841","Y"
"VD","2022-03-06","22:15:00","30587","Y"
"VD","2022-03-06","22:20:00","30077","Y"
"VD","2022-03-06","22:25:00","29871","Y"
"VD","2022-03-06","22:30:00","29572","Y"
"VD","2022-03-06","22:35:00","29480","Y"
"VD","2022-03-06","22:40:00","29333","Y"
"VD","2022-03-06","22:45:00","29008","Y"
"VD","2022-03-06","22:50:00","28861","Y"
"VD","2022-03-06","22:55:00","28704","Y"
"VD","2022-03-06","23:00:00","28601","Y"
"VD","2022-03-06","23:05:00","28069","Y"
"VD","2022-03-06","23:10:00","27857","Y"
"VD","2022-03-06","23:15:00","27723","Y"
"VD","2022-03-06","23:20:00","27534","Y"
"VD","2022-03-06","23:25:00","27220","Y"
"VD","2022-03-06","23:30:00","26939","Y"
"VD","2022-03-06","23:35:00","26832","Y"
"VD","2022-03-06","23:40:00","26731","Y"
"VD","2022-03-06","23:45:00","26593","Y"
"VD","2022-03-06","23:50:00","26420","Y"
"VD","2022-03-06","23:55:00","26283","Y"
"VD","2022-03-07","00:00:00","26293","Y"
"VD","2022-03-07","00:05:00","26666","Y"
"VD","2022-03-07","00:10:00","26837","Y"
"VD","2022-03-07","00:15:00","26788","Y"
"VD","2022-03-07","00:20:00","26735","Y"
"VD","2022-03-07","00:25:00","26650","Y"
"VD","2022-03-07","00:30:00","26646","Y"
"VD","2022-03-07","00:35:00","27032","Y"
"VD","2022-03-07","00:40:00","27209","Y"
"VD","2022-03-07","00:45:00","27231","Y"
"VD","2022-03-07","00:50:00","27227","Y"
"VD","2022-03-07","00:55:00","27220","Y"
"VD","2022-03-07","01:00:00","27274","Y"
"VD","2022-03-07","01:05:00","27029","Y"
"VD","2022-03-07","01:10:00","26976","Y"
"VD","2022-03-07","01:15:00","27031","Y"
"VD","2022-03-07","01:20:00","26998","Y"
"VD","2022-03-07","01:25:00","26908","Y"
"VD","2022-03-07","01:30:00","26824","Y"
"VD","2022-03-07","01:35:00","26710","Y"
"VD","2022-03-07","01:40:00","26641","Y"
"VD","2022-03-07","01:45:00","26560","Y"
"VD","2022-03-07","01:50:00","26398","Y"
"VD","2022-03-07","01:55:00","26364","Y"
"VD","2022-03-07","02:00:00","26300","Y"
"VD","2022-03-07","02:05:00","26340","Y"
"VD","2022-03-07","02:10:00","26312","Y"
"VD","2022-03-07","02:15:00","26269","Y"
"VD","2022-03-07","02:20:00","26151","Y"
"VD","2022-03-07","02:25:00","26030","Y"
"VD","2022-03-07","02:30:00","25974","Y"
"VD","2022-03-07","02:35:00","26027","Y"
"VD","2022-03-07","02:40:00","26012","Y"
"VD","2022-03-07","02:45:00","26002","Y"
"VD","2022-03-07","02:50:00","25995","Y"
"VD","2022-03-07","02:55:00","26015","Y"
"VD","2022-03-07","03:00:00","26055","Y"
"VD","2022-03-07","03:05:00","25889","Y"
"VD","2022-03-07","03:10:00","25879","Y"
"VD","2022-03-07","03:15:00","25774","Y"
"VD","2022-03-07","03:20:00","25645","Y"
"VD","2022-03-07","03:25:00","25582","Y"
"VD","2022-03-07","03:30:00","25517","Y"
"VD","2022-03-07","03:35:00","25558","Y"
"VD","2022-03-07","03:40:00","25560","Y"
"VD","2022-03-07","03:45:00","25526","Y"
"VD","2022-03-07","03:50:00","25445","Y"
"VD","2022-03-07","03:55:00","25361","Y"
"VD","2022-03-07","04:00:00","25377","Y"
"VD","2022-03-07","04:05:00","25324","Y"
"VD","2022-03-07","04:10:00","25422","Y"
"VD","2022-03-07","04:15:00","25447","Y"
"VD","2022-03-07","04:20:00","25488","Y"
"VD","2022-03-07","04:25:00","25435","Y"
"VD","2022-03-07","04:30:00","25369","Y"
"VD","2022-03-07","04:35:00","25435","Y"
"VD","2022-03-07","04:40:00","25446","Y"
"VD","2022-03-07","04:45:00","25486","Y"
"VD","2022-03-07","04:50:00","25481","Y"
"VD","2022-03-07","04:55:00","25481","Y"
"VD","2022-03-07","05:00:00","25555","Y"
"VD","2022-03-07","05:05:00","25725","Y"
"VD","2022-03-07","05:10:00","25756","Y"
"VD","2022-03-07","05:15:00","25913","Y"
"VD","2022-03-07","05:20:00","26099","Y"
"VD","2022-03-07","05:25:00","26260","Y"
"VD","2022-03-07","05:30:00","26392","Y"
"VD","2022-03-07","05:35:00","26553","Y"
"VD","2022-03-07","05:40:00","26996","Y"
"VD","2022-03-07","05:45:00","27123","Y"
"VD","2022-03-07","05:50:00","27490","Y"
"VD","2022-03-07","05:55:00","27828","Y"
"VD","2022-03-07","06:00:00","28295","Y"
"VD","2022-03-07","06:05:00","29091","Y"
"VD","2022-03-07","06:10:00","29561","Y"
"VD","2022-03-07","06:15:00","30153","Y"
"VD","2022-03-07","06:20:00","30653","Y"
"VD","2022-03-07","06:25:00","31119","Y"
"VD","2022-03-07","06:30:00","31311","Y"
"VD","2022-03-07","06:35:00","31677","Y"
"VD","2022-03-07","06:40:00","32024","Y"
"VD","2022-03-07","06:45:00","32616","Y"
"VD","2022-03-07","06:50:00","32939","Y"
"VD","2022-03-07","06:55:00","33402","Y"
"VD","2022-03-07","07:00:00","33790","Y"
"VD","2022-03-07","07:05:00","34519","Y"
"VD","2022-03-07","07:10:00","34733","Y"
"VD","2022-03-07","07:15:00","35014","Y"
"VD","2022-03-07","07:20:00","35445","Y"
"VD","2022-03-07","07:25:00","35774","Y"
"VD","2022-03-07","07:30:00","35952","Y"
"VD","2022-03-07","07:35:00","36092","Y"
"VD","2022-03-07","07:40:00","36134","Y"
"VD","2022-03-07","07:45:00","36444","Y"
"VD","2022-03-07","07:50:00","36572","Y"
"VD","2022-03-07","07:55:00","36732","Y"
"VD","2022-03-07","08:00:00","36987","Y"
"VD","2022-03-07","08:05:00","37176","Y"
"VD","2022-03-07","08:10:00","37298","Y"
"VD","2022-03-07","08:15:00","37556","Y"
"VD","2022-03-07","08:20:00","37784","Y"
"VD","2022-03-07","08:25:00","37930","Y"
"VD","2022-03-07","08:30:00","37933","Y"
"VD","2022-03-07","08:35:00","37986","Y"
"VD","2022-03-07","08:40:00","37977","Y"
"VD","2022-03-07","08:45:00","38014","Y"
"VD","2022-03-07","08:50:00","38135","Y"
"VD","2022-03-07","08:55:00","38162","Y"
"VD","2022-03-07","09:00:00","38193","Y"
"VD","2022-03-07","09:05:00","38485","Y"
"VD","2022-03-07","09:10:00","38653","Y"
"VD","2022-03-07","09:15:00","38851","Y"
"VD","2022-03-07","09:20:00","38777","Y"
"VD","2022-03-07","09:25:00","38677","Y"
"VD","2022-03-07","09:30:00","38585","Y"
"VD","2022-03-07","09:35:00","38613","Y"
"VD","2022-03-07","09:40:00","38625","Y"
"VD","2022-03-07","09:45:00","38615","Y"
"VD","2022-03-07","09:50:00","38613","Y"
"VD","2022-03-07","09:55:00","38573","Y"
"VD","2022-03-07","10:00:00","38522","Y"
"VD","2022-03-07","10:05:00","38365","Y"
"VD","2022-03-07","10:10:00","38359","Y"
"VD","2022-03-07","10:15:00","38414","Y"
"VD","2022-03-07","10:20:00","38437","Y"
"VD","2022-03-07","10:25:00","38437","Y"
"VD","2022-03-07","10:30:00","38226","Y"
"VD","2022-03-07","10:35:00","38200","Y"
"VD","2022-03-07","10:40:00","38126","Y"
"VD","2022-03-07","10:45:00","38055","Y"
"VD","2022-03-07","10:50:00","37983","Y"
"VD","2022-03-07","10:55:00","37743","Y"
"VD","2022-03-07","11:00:00","37566","Y"
"VD","2022-03-07","11:05:00","37398","Y"
"VD","2022-03-07","11:10:00","37168","Y"
"VD","2022-03-07","11:15:00","36998","Y"
"VD","2022-03-07","11:20:00","37042","Y"
"VD","2022-03-07","11:25:00","37017","Y"
"VD","2022-03-07","11:30:00","37032","Y"
"VD","2022-03-07","11:35:00","37006","Y"
"VD","2022-03-07","11:40:00","36884","Y"
"VD","2022-03-07","11:45:00","36791","Y"
"VD","2022-03-07","11:50:00","36751","Y"
"VD","2022-03-07","11:55:00","36660","Y"
"VD","2022-03-07","12:00:00","36591","Y"
"VD","2022-03-07","12:05:00","36473","Y"
"VD","2022-03-07","12:10:00","36395","Y"
"VD","2022-03-07","12:15:00","36377","Y"
"VD","2022-03-07","12:20:00","36269","Y"
"VD","2022-03-07","12:25:00","36217","Y"
"VD","2022-03-07","12:30:00","36031","Y"
"VD","2022-03-07","12:35:00","35969","Y"
"VD","2022-03-07","12:40:00","35830","Y"
"VD","2022-03-07","12:45:00","35589","Y"
"VD","2022-03-07","12:50:00","35429","Y"
"VD","2022-03-07","12:55:00","35182","Y"
"VD","2022-03-07","13:00:00","34989","Y"
"VD","2022-03-07","13:05:00","34840","Y"
"VD","2022-03-07","13:10:00","34741","Y"
"VD","2022-03-07","13:15:00","34668","Y"
"VD","2022-03-07","13:20:00","34655","Y"
"VD","2022-03-07","13:25:00","34443","Y"
"VD","2022-03-07","13:30:00","34232","Y"
"VD","2022-03-07","13:35:00","34195","Y"
"VD","2022-03-07","13:40:00","34001","Y"
"VD","2022-03-07","13:45:00","33848","Y"
"VD","2022-03-07","13:50:00","33791","Y"
"VD","2022-03-07","13:55:00","33775","Y"
"VD","2022-03-07","14:00:00","33692","Y"
"VD","2022-03-07","14:05:00","33676","Y"
"VD","2022-03-07","14:10:00","33626","Y"
"VD","2022-03-07","14:15:00","33577","Y"
"VD","2022-03-07","14:20:00","33572","Y"
"VD","2022-03-07","14:25:00","33507","Y"
"VD","2022-03-07","14:30:00","33441","Y"
"VD","2022-03-07","14:35:00","33559","Y"
"VD","2022-03-07","14:40:00","33508","Y"
"VD","2022-03-07","14:45:00","33554","Y"
"VD","2022-03-07","14:50:00","33671","Y"
"VD","2022-03-07","14:55:00","33744","Y"
"VD","2022-03-07","15:00:00","33647","Y"
"VD","2022-03-07","15:05:00","33697","Y"
"VD","2022-03-07","15:10:00","33728","Y"
"VD","2022-03-07","15:15:00","33599","Y"
"VD","2022-03-07","15:20:00","33431","Y"
"VD","2022-03-07","15:25:00","33341","Y"
"VD","2022-03-07","15:30:00","33287","Y"
"VD","2022-03-07","15:35:00","33442","Y"
"VD","2022-03-07","15:40:00","33703","Y"
"VD","2022-03-07","15:45:00","33953","Y"
"VD","2022-03-07","15:50:00","34199","Y"
"VD","2022-03-07","15:55:00","34421","Y"
"VD","2022-03-07","16:00:00","34568","Y"
"VD","2022-03-07","16:05:00","35033","Y"
"VD","2022-03-07","16:10:00","35268","Y"
"VD","2022-03-07","16:15:00","35442","Y"
"VD","2022-03-07","16:20:00","35826","Y"
"VD","2022-03-07","16:25:00","36287","Y"
"VD","2022-03-07","16:30:00","36429","Y"
"VD","2022-03-07","16:35:00","37006","Y"
"VD","2022-03-07","16:40:00","37237","Y"
"VD","2022-03-07","16:45:00","37335","Y"
"VD","2022-03-07","16:50:00","37692","Y"
"VD","2022-03-07","16:55:00","38047","Y"
"VD","2022-03-07","17:00:00","38352","Y"
"VD","2022-03-07","17:05:00","38738","Y"
"VD","2022-03-07","17:10:00","39085","Y"
"VD","2022-03-07","17:15:00","39271","Y"
"VD","2022-03-07","17:20:00","39700","Y"
"VD","2022-03-07","17:25:00","39896","Y"
"VD","2022-03-07","17:30:00","40011","Y"
"VD","2022-03-07","17:35:00","40119","Y"
"VD","2022-03-07","17:40:00","40361","Y"
"VD","2022-03-07","17:45:00","40383","Y"
"VD","2022-03-07","17:50:00","40464","Y"
"VD","2022-03-07","17:55:00","40682","Y"
"VD","2022-03-07","18:00:00","41043","Y"
"VD","2022-03-07","18:05:00","41069","Y"
"VD","2022-03-07","18:10:00","41229","Y"
"VD","2022-03-07","18:15:00","41384","Y"
"VD","2022-03-07","18:20:00","41581","Y"
"VD","2022-03-07","18:25:00","41825","Y"
"VD","2022-03-07","18:30:00","41971","Y"
"VD","2022-03-07","18:35:00","42028","Y"
"VD","2022-03-07","18:40:00","42006","Y"
"VD","2022-03-07","18:45:00","42021","Y"
"VD","2022-03-07","18:50:00","42058","Y"
"VD","2022-03-07","18:55:00","41906","Y"
"VD","2022-03-07","19:00:00","41705","Y"
"VD","2022-03-07","19:05:00","41736","Y"
"VD","2022-03-07","19:10:00","41457","Y"
"VD","2022-03-07","19:15:00","41136","Y"
"VD","2022-03-07","19:20:00","40904","Y"
"VD","2022-03-07","19:25:00","40867","Y"
"VD","2022-03-07","19:30:00","40698","Y"
"VD","2022-03-07","19:35:00","40517","Y"
"VD","2022-03-07","19:40:00","40193","Y"
"VD","2022-03-07","19:45:00","39997","Y"
"VD","2022-03-07","19:50:00","39756","Y"
"VD","2022-03-07","19:55:00","39223","Y"
"VD","2022-03-07","20:00:00","38904","Y"
"VD","2022-03-07","20:05:00","38783","Y"
"VD","2022-03-07","20:10:00","38897","Y"
"VD","2022-03-07","20:15:00","38516","Y"
"VD","2022-03-07","20:20:00","38242","Y"
"VD","2022-03-07","20:25:00","37787","Y"
"VD","2022-03-07","20:30:00","37533","Y"
"VD","2022-03-07","20:35:00","37434","Y"
"VD","2022-03-07","20:40:00","36924","Y"
"VD","2022-03-07","20:45:00","36591","Y"
"VD","2022-03-07","20:50:00","36365","Y"
"VD","2022-03-07","20:55:00","36237","Y"
"VD","2022-03-07","21:00:00","35765","Y"
"VD","2022-03-07","21:05:00","35713","Y"
"VD","2022-03-07","21:10:00","35483","Y"
"VD","2022-03-07","21:15:00","35104","Y"
"VD","2022-03-07","21:20:00","34763","Y"
"VD","2022-03-07","21:25:00","34380","Y"
"VD","2022-03-07","21:30:00","34012","Y"
"VD","2022-03-07","21:35:00","33822","Y"
"VD","2022-03-07","21:40:00","33471","Y"
"VD","2022-03-07","21:45:00","33087","Y"
"VD","2022-03-07","21:50:00","32647","Y"
"VD","2022-03-07","21:55:00","32408","Y"
"VD","2022-03-07","22:00:00","32539","Y"
"VD","2022-03-07","22:05:00","32704","Y"
"VD","2022-03-07","22:10:00","32731","Y"
"VD","2022-03-07","22:15:00","32338","Y"
"VD","2022-03-07","22:20:00","31970","Y"
"VD","2022-03-07","22:25:00","31629","Y"
"VD","2022-03-07","22:30:00","31358","Y"
"VD","2022-03-07","22:35:00","31067","Y"
